product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-23,69.67,487.68,501.27,13.59,-11.58,2.01,2.79,0.41
Europe,IESE.AS,15.0,2024-01-01,2024-03-23,58.12,871.76,1036.8,165.04,-11.69,153.35,18.93,17.59
USA,UIMP.AS,9.0,2024-01-01,2024-03-23,151.45,1363.08,1786.5,423.42,-3.11,420.31,31.06,30.84
PayPal,PYPL,3.0,2024-01-01,2024-03-23,188.81,566.43,194.31,-372.12,-1.5,-373.62,-65.7,-65.96
Cloudflare,NET,0.0,2024-01-01,2024-03-23,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-23,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-23,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-23,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-23,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-23,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-23,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-23,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-23,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-23,6.64,93.02,95.74,2.72,-4.05,-1.33,2.93,-1.43
Full portfolio,,201.0,2024-01-01,2024-03-23,8.09,6443.7,5019.62,336.28,27.27,363.55,5.22,5.64
World,2B7K.DE,51.0,2024-01-01,2024-03-24,10.05,512.65,549.47,36.82,-1.0,35.82,7.18,6.99
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-24,9.74,496.85,563.96,67.11,-1.0,66.11,13.51,13.31
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-24,5.72,291.87,291.57,-0.3,-1.0,-1.3,-0.1,-0.45
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-24,69.67,487.68,501.27,13.59,-11.58,2.01,2.79,0.41
Europe,IESE.AS,15.0,2024-01-01,2024-03-24,58.12,871.76,1036.8,165.04,-11.69,153.35,18.93,17.59
USA,UIMP.AS,9.0,2024-01-01,2024-03-24,151.45,1363.08,1786.5,423.42,-3.11,420.31,31.06,30.84
PayPal,PYPL,3.0,2024-01-01,2024-03-24,188.81,566.43,194.31,-372.12,-1.5,-373.62,-65.7,-65.96
Cloudflare,NET,0.0,2024-01-01,2024-03-24,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-24,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-24,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-24,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-24,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-24,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-24,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-24,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-24,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-24,6.64,93.02,95.74,2.72,-4.05,-1.33,2.93,-1.43
Full portfolio,,201.0,2024-01-01,2024-03-24,8.09,6443.7,5019.62,336.28,27.27,363.55,5.22,5.64
World,2B7K.DE,51.0,2024-01-01,2024-03-25,10.05,512.65,547.64,34.99,-1.0,33.99,6.82,6.63
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-25,9.74,496.85,563.96,67.11,-1.0,66.11,13.51,13.31
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-25,5.72,291.87,290.9,-0.97,-1.0,-1.97,-0.33,-0.67
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-25,69.67,487.68,495.88,8.2,-11.58,-3.38,1.68,-0.69
Europe,IESE.AS,15.0,2024-01-01,2024-03-25,58.12,871.76,1036.35,164.59,-11.69,152.9,18.88,17.54
USA,UIMP.AS,9.0,2024-01-01,2024-03-25,151.45,1363.08,1785.6,422.52,-3.11,419.41,31.0,30.77
PayPal,PYPL,3.0,2024-01-01,2024-03-25,188.81,566.43,198.0,-368.43,-1.5,-369.93,-65.04,-65.31
Cloudflare,NET,0.0,2024-01-01,2024-03-25,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-25,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-25,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-25,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-25,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-25,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-25,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-25,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-25,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-25,6.64,93.02,96.04,3.02,-4.05,-1.03,3.25,-1.11
Full portfolio,,201.0,2024-01-01,2024-03-25,8.09,6443.7,5014.37,331.03,27.27,358.3,5.14,5.56
World,2B7K.DE,51.0,2024-01-01,2024-03-26,10.05,512.65,548.66,36.01,-1.0,35.01,7.02,6.83
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-26,9.74,496.85,565.39,68.54,-1.0,67.54,13.79,13.59
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-26,5.72,291.87,291.21,-0.66,-1.0,-1.66,-0.23,-0.57
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-26,69.67,487.68,498.26,10.58,-11.58,-1.0,2.17,-0.21
Europe,IESE.AS,15.0,2024-01-01,2024-03-26,58.12,871.76,1038.15,166.39,-11.69,154.7,19.09,17.75
USA,UIMP.AS,9.0,2024-01-01,2024-03-26,151.45,1363.08,1795.14,432.06,-3.11,428.95,31.7,31.47
PayPal,PYPL,3.0,2024-01-01,2024-03-26,188.81,566.43,200.01,-366.42,-1.5,-367.92,-64.69,-64.95
Cloudflare,NET,0.0,2024-01-01,2024-03-26,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-26,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-26,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-26,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-26,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-26,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-26,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-26,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-26,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-26,6.64,93.02,95.83,2.81,-4.05,-1.24,3.02,-1.33
Full portfolio,,201.0,2024-01-01,2024-03-26,8.09,6443.7,5032.65,349.31,27.27,376.58,5.42,5.84
World,2B7K.DE,51.0,2024-01-01,2024-03-27,10.05,512.65,550.39,37.74,-1.0,36.74,7.36,7.17
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-27,9.74,496.85,562.12,65.27,-1.0,64.27,13.14,12.94
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-27,5.72,291.87,290.95,-0.92,-1.0,-1.92,-0.31,-0.66
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-27,69.67,487.68,498.75,11.07,-11.58,-0.51,2.27,-0.1
Europe,IESE.AS,15.0,2024-01-01,2024-03-27,58.12,871.76,1039.35,167.59,-11.69,155.9,19.22,17.88
USA,UIMP.AS,9.0,2024-01-01,2024-03-27,151.45,1363.08,1789.92,426.84,-3.11,423.73,31.31,31.09
PayPal,PYPL,3.0,2024-01-01,2024-03-27,188.81,566.43,199.71,-366.72,-1.5,-368.22,-64.74,-65.01
Cloudflare,NET,0.0,2024-01-01,2024-03-27,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-27,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-27,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-27,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-27,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-27,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-27,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-27,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-27,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-27,6.64,93.02,95.3,2.28,-4.05,-1.77,2.46,-1.9
Full portfolio,,201.0,2024-01-01,2024-03-27,8.09,6443.7,5026.49,343.15,27.27,370.42,5.33,5.75
World,2B7K.DE,51.0,2024-01-01,2024-03-28,10.05,512.65,553.96,41.31,-1.0,40.31,8.06,7.86
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-28,9.74,496.85,563.24,66.39,-1.0,65.39,13.36,13.16
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-28,5.72,291.87,293.71,1.84,-1.0,0.84,0.63,0.29
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-28,69.67,487.68,499.38,11.7,-11.58,0.12,2.4,0.02
Europe,IESE.AS,15.0,2024-01-01,2024-03-28,58.12,871.76,1040.25,168.49,-11.69,156.8,19.33,17.99
USA,UIMP.AS,9.0,2024-01-01,2024-03-28,151.45,1363.08,1805.85,442.77,-3.11,439.66,32.48,32.25
PayPal,PYPL,3.0,2024-01-01,2024-03-28,188.81,566.43,200.97,-365.46,-1.5,-366.96,-64.52,-64.78
Cloudflare,NET,0.0,2024-01-01,2024-03-28,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-28,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-28,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-28,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-28,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-28,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-28,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-28,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-28,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-28,6.64,93.02,95.83,2.81,-4.05,-1.24,3.02,-1.33
Full portfolio,,201.0,2024-01-01,2024-03-28,8.09,6443.7,5053.19,369.85,27.27,397.12,5.74,6.16
World,2B7K.DE,51.0,2024-01-01,2024-03-29,10.05,512.65,553.96,41.31,-1.0,40.31,8.06,7.86
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-29,9.74,496.85,563.24,66.39,-1.0,65.39,13.36,13.16
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-29,5.72,291.87,293.71,1.84,-1.0,0.84,0.63,0.29
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-29,69.67,487.68,499.38,11.7,-11.58,0.12,2.4,0.02
Europe,IESE.AS,15.0,2024-01-01,2024-03-29,58.12,871.76,1040.25,168.49,-11.69,156.8,19.33,17.99
USA,UIMP.AS,9.0,2024-01-01,2024-03-29,151.45,1363.08,1805.85,442.77,-3.11,439.66,32.48,32.25
PayPal,PYPL,3.0,2024-01-01,2024-03-29,188.81,566.43,200.97,-365.46,-1.5,-366.96,-64.52,-64.78
Cloudflare,NET,0.0,2024-01-01,2024-03-29,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-29,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-29,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-29,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-29,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-29,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-29,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-29,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-29,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-29,6.64,93.02,95.83,2.81,-4.05,-1.24,3.02,-1.33
Full portfolio,,201.0,2024-01-01,2024-03-29,8.09,6443.7,5053.19,369.85,27.27,397.12,5.74,6.16
World,2B7K.DE,51.0,2024-01-01,2024-03-30,10.05,512.65,553.96,41.31,-1.0,40.31,8.06,7.86
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-30,9.74,496.85,563.24,66.39,-1.0,65.39,13.36,13.16
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-30,5.72,291.87,293.71,1.84,-1.0,0.84,0.63,0.29
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-30,69.67,487.68,499.38,11.7,-11.58,0.12,2.4,0.02
Europe,IESE.AS,15.0,2024-01-01,2024-03-30,58.12,871.76,1040.25,168.49,-11.69,156.8,19.33,17.99
USA,UIMP.AS,9.0,2024-01-01,2024-03-30,151.45,1363.08,1805.85,442.77,-3.11,439.66,32.48,32.25
PayPal,PYPL,3.0,2024-01-01,2024-03-30,188.81,566.43,200.97,-365.46,-1.5,-366.96,-64.52,-64.78
Cloudflare,NET,0.0,2024-01-01,2024-03-30,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-30,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-30,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-30,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-30,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-30,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-30,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-30,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-30,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-30,6.64,93.02,95.83,2.81,-4.05,-1.24,3.02,-1.33
Full portfolio,,201.0,2024-01-01,2024-03-30,8.09,6443.7,5053.19,369.85,27.27,397.12,5.74,6.16
World,2B7K.DE,51.0,2024-01-01,2024-03-31,10.05,512.65,553.96,41.31,-1.0,40.31,8.06,7.86
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-03-31,9.74,496.85,563.24,66.39,-1.0,65.39,13.36,13.16
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-03-31,5.72,291.87,293.71,1.84,-1.0,0.84,0.63,0.29
Pacific,UIMT.AS,7.0,2024-01-01,2024-03-31,69.67,487.68,499.38,11.7,-11.58,0.12,2.4,0.02
Europe,IESE.AS,15.0,2024-01-01,2024-03-31,58.12,871.76,1040.25,168.49,-11.69,156.8,19.33,17.99
USA,UIMP.AS,9.0,2024-01-01,2024-03-31,151.45,1363.08,1805.85,442.77,-3.11,439.66,32.48,32.25
PayPal,PYPL,3.0,2024-01-01,2024-03-31,188.81,566.43,200.97,-365.46,-1.5,-366.96,-64.52,-64.78
Cloudflare,NET,0.0,2024-01-01,2024-03-31,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-03-31,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-03-31,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-03-31,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-03-31,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-03-31,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-03-31,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-03-31,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-03-31,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-03-31,6.64,93.02,95.83,2.81,-4.05,-1.24,3.02,-1.33
Full portfolio,,201.0,2024-01-01,2024-03-31,8.09,6443.7,5053.19,369.85,27.27,397.12,5.74,6.16
World,2B7K.DE,51.0,2024-01-01,2024-04-01,10.05,512.65,553.96,41.31,-1.0,40.31,8.06,7.86
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-04-01,9.74,496.85,563.24,66.39,-1.0,65.39,13.36,13.16
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-04-01,5.72,291.87,293.71,1.84,-1.0,0.84,0.63,0.29
Pacific,UIMT.AS,7.0,2024-01-01,2024-04-01,69.67,487.68,499.38,11.7,-11.58,0.12,2.4,0.02
Europe,IESE.AS,15.0,2024-01-01,2024-04-01,58.12,871.76,1040.25,168.49,-11.69,156.8,19.33,17.99
USA,UIMP.AS,9.0,2024-01-01,2024-04-01,151.45,1363.08,1805.85,442.77,-3.11,439.66,32.48,32.25
PayPal,PYPL,3.0,2024-01-01,2024-04-01,188.81,566.43,195.09,-371.34,-1.5,-372.84,-65.56,-65.82
Cloudflare,NET,0.0,2024-01-01,2024-04-01,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-04-01,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-04-01,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-04-01,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-04-01,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-04-01,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-04-01,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-04-01,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-04-01,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-04-01,6.64,93.02,95.83,2.81,-4.05,-1.24,3.02,-1.33
Full portfolio,,201.0,2024-01-01,2024-04-01,8.09,6443.7,5047.31,363.97,27.27,391.24,5.65,6.07
World,2B7K.DE,51.0,2024-01-01,2024-04-02,10.05,512.65,546.21,33.56,-1.0,32.56,6.55,6.35
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-04-02,9.74,496.85,557.43,60.58,-1.0,59.58,12.19,11.99
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-04-02,5.72,291.87,296.41,4.54,-1.0,3.54,1.56,1.21
Pacific,UIMT.AS,7.0,2024-01-01,2024-04-02,69.67,487.68,491.96,4.28,-11.58,-7.3,0.88,-1.5
Europe,IESE.AS,15.0,2024-01-01,2024-04-02,58.12,871.76,1025.7,153.94,-11.69,142.25,17.66,16.32
USA,UIMP.AS,9.0,2024-01-01,2024-04-02,151.45,1363.08,1777.5,414.42,-3.11,411.31,30.4,30.18
PayPal,PYPL,3.0,2024-01-01,2024-04-02,188.81,566.43,193.98,-372.45,-1.5,-373.95,-65.75,-66.02
Cloudflare,NET,0.0,2024-01-01,2024-04-02,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-04-02,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-04-02,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-04-02,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-04-02,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-04-02,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-04-02,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-04-02,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-04-02,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-04-02,6.64,93.02,95.38,2.36,-4.05,-1.69,2.53,-1.82
Full portfolio,,201.0,2024-01-01,2024-04-02,8.09,6443.7,4984.57,301.23,27.27,328.5,4.67,5.1
World,2B7K.DE,51.0,2024-01-01,2024-04-03,10.05,512.65,545.8,33.15,-1.0,32.15,6.47,6.27
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-04-03,9.74,496.85,561.92,65.07,-1.0,64.07,13.1,12.89
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-04-03,5.72,291.87,294.17,2.3,-1.0,1.3,0.79,0.44
Pacific,UIMT.AS,7.0,2024-01-01,2024-04-03,69.67,487.68,492.24,4.56,-11.58,-7.02,0.94,-1.44
Europe,IESE.AS,15.0,2024-01-01,2024-04-03,58.12,871.76,1028.1,156.34,-11.69,144.65,17.93,16.59
USA,UIMP.AS,9.0,2024-01-01,2024-04-03,151.45,1363.08,1775.7,412.62,-3.11,409.51,30.27,30.04
PayPal,PYPL,3.0,2024-01-01,2024-04-03,188.81,566.43,196.02,-370.41,-1.5,-371.91,-65.39,-65.66
Cloudflare,NET,0.0,2024-01-01,2024-04-03,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-04-03,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-04-03,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-04-03,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-04-03,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-04-03,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-04-03,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-04-03,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-04-03,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-04-03,6.64,93.02,95.2,2.18,-4.05,-1.87,2.34,-2.01
Full portfolio,,201.0,2024-01-01,2024-04-03,8.09,6443.7,4989.15,305.81,27.27,333.08,4.75,5.17
World,2B7K.DE,51.0,2024-01-01,2024-04-04,10.05,512.65,545.9,33.25,-1.0,32.25,6.49,6.29
Nasdaq,NQSE.DE,51.0,2024-01-01,2024-04-04,9.74,496.85,564.26,67.41,-1.0,66.41,13.57,13.37
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-04-04,5.72,291.87,296.16,4.29,-1.0,3.29,1.47,1.13
Pacific,UIMT.AS,7.0,2024-01-01,2024-04-04,69.67,487.68,492.87,5.19,-11.58,-6.39,1.06,-1.31
Europe,IESE.AS,15.0,2024-01-01,2024-04-04,58.12,871.76,1026.3,154.54,-11.69,142.85,17.73,16.39
