product,ticker,quantity,start_date,end_date,avg_cost,total_cost,current_value,current_money_weighted_return,realized_return,net_return,current_performance_percentage,net_performance_percentage
World,2B7K.DE,77.0,2024-01-01,2024-06-19,10.17,783.36,849.16,65.8,-2.0,63.8,8.4,8.14
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-19,9.8,529.02,649.08,120.06,-4.0,116.06,22.69,21.94
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-19,5.72,291.87,313.91,22.04,-1.0,21.04,7.55,7.21
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-19,69.67,487.68,485.8,-1.88,-11.58,-13.46,-0.39,-2.76
Europe,IESE.AS,15.0,2024-01-01,2024-06-19,58.12,871.76,1065.15,193.39,-11.69,181.7,22.18,20.84
USA,UIMP.AS,9.0,2024-01-01,2024-06-19,151.45,1363.08,1814.85,451.77,-3.11,448.66,33.14,32.92
PayPal,PYPL,3.0,2024-01-01,2024-06-19,188.81,566.43,177.36,-389.07,-1.5,-390.57,-68.69,-68.95
Cloudflare,NET,0.0,2024-01-01,2024-06-19,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-19,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-19,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-19,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-19,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-19,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-19,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-19,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-19,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-19,6.64,93.02,99.73,6.71,-4.05,2.66,7.22,2.86
Full portfolio,,230.0,2024-01-01,2024-06-19,7.07,6746.58,5455.04,468.82,23.27,492.09,6.95,7.29
World,2B7K.DE,77.0,2024-01-01,2024-06-20,10.17,783.36,851.93,68.57,-2.0,66.57,8.75,8.5
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-20,9.8,529.02,648.11,119.09,-4.0,115.09,22.51,21.75
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-20,5.72,291.87,312.89,21.02,-1.0,20.02,7.2,6.86
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-20,69.67,487.68,486.57,-1.11,-11.58,-12.69,-0.23,-2.6
Europe,IESE.AS,15.0,2024-01-01,2024-06-20,58.12,871.76,1077.15,205.39,-11.69,193.7,23.56,22.22
USA,UIMP.AS,9.0,2024-01-01,2024-06-20,151.45,1363.08,1824.75,461.67,-3.11,458.56,33.87,33.64
PayPal,PYPL,3.0,2024-01-01,2024-06-20,188.81,566.43,179.4,-387.03,-1.5,-388.53,-68.33,-68.59
Cloudflare,NET,0.0,2024-01-01,2024-06-20,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-20,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-20,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-20,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-20,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-20,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-20,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-20,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-20,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-20,6.64,93.02,98.84,5.82,-4.05,1.77,6.26,1.9
Full portfolio,,230.0,2024-01-01,2024-06-20,7.07,6746.58,5479.64,493.42,23.27,516.69,7.31,7.66
World,2B7K.DE,77.0,2024-01-01,2024-06-21,10.17,783.36,847.62,64.26,-2.0,62.26,8.2,7.95
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-21,9.8,529.02,641.52,112.5,-4.0,108.5,21.27,20.51
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-21,5.72,291.87,312.32,20.45,-1.0,19.45,7.01,6.67
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-21,69.67,487.68,484.61,-3.07,-11.58,-14.65,-0.63,-3.0
Europe,IESE.AS,15.0,2024-01-01,2024-06-21,58.12,871.76,1067.25,195.49,-11.69,183.8,22.42,21.08
USA,UIMP.AS,9.0,2024-01-01,2024-06-21,151.45,1363.08,1821.15,458.07,-3.11,454.96,33.61,33.38
PayPal,PYPL,3.0,2024-01-01,2024-06-21,188.81,566.43,181.83,-384.6,-1.5,-386.1,-67.9,-68.16
Cloudflare,NET,0.0,2024-01-01,2024-06-21,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-21,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-21,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-21,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-21,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-21,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-21,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-21,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-21,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-21,6.64,93.02,98.39,5.37,-4.05,1.32,5.77,1.41
Full portfolio,,230.0,2024-01-01,2024-06-21,7.07,6746.58,5454.69,468.47,23.27,491.74,6.94,7.29
World,2B7K.DE,77.0,2024-01-01,2024-06-22,10.17,783.36,847.62,64.26,-2.0,62.26,8.2,7.95
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-22,9.8,529.02,641.52,112.5,-4.0,108.5,21.27,20.51
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-22,5.72,291.87,312.32,20.45,-1.0,19.45,7.01,6.67
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-22,69.67,487.68,484.61,-3.07,-11.58,-14.65,-0.63,-3.0
Europe,IESE.AS,15.0,2024-01-01,2024-06-22,58.12,871.76,1067.25,195.49,-11.69,183.8,22.42,21.08
USA,UIMP.AS,9.0,2024-01-01,2024-06-22,151.45,1363.08,1821.15,458.07,-3.11,454.96,33.61,33.38
PayPal,PYPL,3.0,2024-01-01,2024-06-22,188.81,566.43,181.83,-384.6,-1.5,-386.1,-67.9,-68.16
Cloudflare,NET,0.0,2024-01-01,2024-06-22,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-22,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-22,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-22,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-22,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-22,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-22,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-22,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-22,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-22,6.64,93.02,98.39,5.37,-4.05,1.32,5.77,1.41
Full portfolio,,230.0,2024-01-01,2024-06-22,7.07,6746.58,5454.69,468.47,23.27,491.74,6.94,7.29
World,2B7K.DE,77.0,2024-01-01,2024-06-23,10.17,783.36,847.62,64.26,-2.0,62.26,8.2,7.95
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-23,9.8,529.02,641.52,112.5,-4.0,108.5,21.27,20.51
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-23,5.72,291.87,312.32,20.45,-1.0,19.45,7.01,6.67
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-23,69.67,487.68,484.61,-3.07,-11.58,-14.65,-0.63,-3.0
Europe,IESE.AS,15.0,2024-01-01,2024-06-23,58.12,871.76,1067.25,195.49,-11.69,183.8,22.42,21.08
USA,UIMP.AS,9.0,2024-01-01,2024-06-23,151.45,1363.08,1821.15,458.07,-3.11,454.96,33.61,33.38
PayPal,PYPL,3.0,2024-01-01,2024-06-23,188.81,566.43,181.83,-384.6,-1.5,-386.1,-67.9,-68.16
Cloudflare,NET,0.0,2024-01-01,2024-06-23,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-23,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-23,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-23,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-23,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-23,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-23,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-23,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-23,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-23,6.64,93.02,98.39,5.37,-4.05,1.32,5.77,1.41
Full portfolio,,230.0,2024-01-01,2024-06-23,7.07,6746.58,5454.69,468.47,23.27,491.74,6.94,7.29
World,2B7K.DE,77.0,2024-01-01,2024-06-24,10.17,783.36,846.85,63.49,-2.0,61.49,8.1,7.85
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-24,9.8,529.02,638.93,109.91,-4.0,105.91,20.78,20.02
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-24,5.72,291.87,312.22,20.35,-1.0,19.35,6.97,6.63
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-24,69.67,487.68,488.18,0.5,-11.58,-11.08,0.1,-2.27
Europe,IESE.AS,15.0,2024-01-01,2024-06-24,58.12,871.76,1071.45,199.69,-11.69,188.0,22.91,21.57
USA,UIMP.AS,9.0,2024-01-01,2024-06-24,151.45,1363.08,1822.5,459.42,-3.11,456.31,33.7,33.48
PayPal,PYPL,3.0,2024-01-01,2024-06-24,188.81,566.43,178.47,-387.96,-1.5,-389.46,-68.49,-68.76
Cloudflare,NET,0.0,2024-01-01,2024-06-24,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-24,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-24,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-24,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-24,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-24,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-24,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-24,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-24,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-24,6.64,93.02,99.02,6.0,-4.05,1.95,6.44,2.09
Full portfolio,,230.0,2024-01-01,2024-06-24,7.07,6746.58,5457.62,471.4,23.27,494.67,6.99,7.33
World,2B7K.DE,77.0,2024-01-01,2024-06-25,10.17,783.36,846.69,63.33,-2.0,61.33,8.08,7.83
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-25,9.8,529.02,639.79,110.77,-4.0,106.77,20.94,20.18
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-25,5.72,291.87,310.44,18.57,-1.0,17.57,6.36,6.02
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-25,69.67,487.68,491.61,3.93,-11.58,-7.65,0.81,-1.57
Europe,IESE.AS,15.0,2024-01-01,2024-06-25,58.12,871.76,1070.25,198.49,-11.69,186.8,22.77,21.43
USA,UIMP.AS,9.0,2024-01-01,2024-06-25,151.45,1363.08,1813.05,449.97,-3.11,446.86,33.01,32.78
PayPal,PYPL,3.0,2024-01-01,2024-06-25,188.81,566.43,177.99,-388.44,-1.5,-389.94,-68.58,-68.84
Cloudflare,NET,0.0,2024-01-01,2024-06-25,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-25,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-25,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-25,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-25,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-25,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-25,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-25,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-25,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-25,6.64,93.02,98.35,5.33,-4.05,1.28,5.73,1.38
Full portfolio,,230.0,2024-01-01,2024-06-25,7.07,6746.58,5448.17,461.95,23.27,485.22,6.85,7.19
World,2B7K.DE,77.0,2024-01-01,2024-06-26,10.17,783.36,845.31,61.95,-2.0,59.95,7.91,7.65
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-26,9.8,529.02,640.44,111.42,-4.0,107.42,21.06,20.31
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-26,5.72,291.87,310.9,19.03,-1.0,18.03,6.52,6.18
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-26,69.67,487.68,490.35,2.67,-11.58,-8.91,0.55,-1.83
Europe,IESE.AS,15.0,2024-01-01,2024-06-26,58.12,871.76,1066.2,194.44,-11.69,182.75,22.3,20.96
USA,UIMP.AS,9.0,2024-01-01,2024-06-26,151.45,1363.08,1814.4,451.32,-3.11,448.21,33.11,32.88
PayPal,PYPL,3.0,2024-01-01,2024-06-26,188.81,566.43,174.78,-391.65,-1.5,-393.15,-69.14,-69.41
Cloudflare,NET,0.0,2024-01-01,2024-06-26,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-26,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-26,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-26,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-26,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-26,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-26,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-26,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-26,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-26,6.64,93.02,98.17,5.15,-4.05,1.1,5.54,1.19
Full portfolio,,230.0,2024-01-01,2024-06-26,7.07,6746.58,5440.55,454.33,23.27,477.6,6.73,7.08
World,2B7K.DE,77.0,2024-01-01,2024-06-27,10.17,783.36,846.08,62.72,-2.0,60.72,8.01,7.75
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-27,9.8,529.02,641.09,112.07,-4.0,108.07,21.18,20.43
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-27,5.72,291.87,310.59,18.72,-1.0,17.72,6.41,6.07
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-27,69.67,487.68,493.15,5.47,-11.58,-6.11,1.12,-1.25
Europe,IESE.AS,15.0,2024-01-01,2024-06-27,58.12,871.76,1063.65,191.89,-11.69,180.2,22.01,20.67
USA,UIMP.AS,9.0,2024-01-01,2024-06-27,151.45,1363.08,1821.15,458.07,-3.11,454.96,33.61,33.38
PayPal,PYPL,3.0,2024-01-01,2024-06-27,188.81,566.43,175.11,-391.32,-1.5,-392.82,-69.09,-69.35
Cloudflare,NET,0.0,2024-01-01,2024-06-27,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-27,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-27,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-27,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-27,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-27,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-27,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-27,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-27,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-27,6.64,93.02,98.39,5.37,-4.05,1.32,5.77,1.41
Full portfolio,,230.0,2024-01-01,2024-06-27,7.07,6746.58,5449.21,462.99,23.27,486.26,6.86,7.21
World,2B7K.DE,77.0,2024-01-01,2024-06-28,10.17,783.36,850.08,66.72,-2.0,64.72,8.52,8.26
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-28,9.8,529.02,646.27,117.25,-4.0,113.25,22.16,21.41
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-28,5.72,291.87,312.53,20.66,-1.0,19.66,7.08,6.74
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-28,69.67,487.68,496.51,8.83,-11.58,-2.75,1.81,-0.56
Europe,IESE.AS,15.0,2024-01-01,2024-06-28,58.12,871.76,1059.0,187.24,-11.69,175.55,21.48,20.14
USA,UIMP.AS,9.0,2024-01-01,2024-06-28,151.45,1363.08,1833.75,470.67,-3.11,467.56,34.53,34.3
PayPal,PYPL,3.0,2024-01-01,2024-06-28,188.81,566.43,174.09,-392.34,-1.5,-393.84,-69.27,-69.53
Cloudflare,NET,0.0,2024-01-01,2024-06-28,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-28,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-28,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-28,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-28,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-28,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-28,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-28,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-28,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-28,6.64,93.02,99.0,5.98,-4.05,1.93,6.43,2.07
Full portfolio,,230.0,2024-01-01,2024-06-28,7.07,6746.58,5471.23,485.01,23.27,508.28,7.19,7.53
World,2B7K.DE,77.0,2024-01-01,2024-06-29,10.17,783.36,850.08,66.72,-2.0,64.72,8.52,8.26
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-29,9.8,529.02,646.27,117.25,-4.0,113.25,22.16,21.41
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-29,5.72,291.87,312.53,20.66,-1.0,19.66,7.08,6.74
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-29,69.67,487.68,496.51,8.83,-11.58,-2.75,1.81,-0.56
Europe,IESE.AS,15.0,2024-01-01,2024-06-29,58.12,871.76,1059.0,187.24,-11.69,175.55,21.48,20.14
USA,UIMP.AS,9.0,2024-01-01,2024-06-29,151.45,1363.08,1833.75,470.67,-3.11,467.56,34.53,34.3
PayPal,PYPL,3.0,2024-01-01,2024-06-29,188.81,566.43,174.09,-392.34,-1.5,-393.84,-69.27,-69.53
Cloudflare,NET,0.0,2024-01-01,2024-06-29,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-29,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-29,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-29,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-29,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-29,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-29,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-29,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-29,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-29,6.64,93.02,99.0,5.98,-4.05,1.93,6.43,2.07
Full portfolio,,230.0,2024-01-01,2024-06-29,7.07,6746.58,5471.23,485.01,23.27,508.28,7.19,7.53
World,2B7K.DE,77.0,2024-01-01,2024-06-30,10.17,783.36,850.08,66.72,-2.0,64.72,8.52,8.26
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-06-30,9.8,529.02,646.27,117.25,-4.0,113.25,22.16,21.41
Emerging markets,AYEM.DE,51.0,2024-01-01,2024-06-30,5.72,291.87,312.53,20.66,-1.0,19.66,7.08,6.74
Pacific,UIMT.AS,7.0,2024-01-01,2024-06-30,69.67,487.68,496.51,8.83,-11.58,-2.75,1.81,-0.56
Europe,IESE.AS,15.0,2024-01-01,2024-06-30,58.12,871.76,1059.0,187.24,-11.69,175.55,21.48,20.14
USA,UIMP.AS,9.0,2024-01-01,2024-06-30,151.45,1363.08,1833.75,470.67,-3.11,467.56,34.53,34.3
PayPal,PYPL,3.0,2024-01-01,2024-06-30,188.81,566.43,174.09,-392.34,-1.5,-393.84,-69.27,-69.53
Cloudflare,NET,0.0,2024-01-01,2024-06-30,68.87,275.48,0.0,0.0,163.45,163.45,0.0,59.33
MongoDB,MDB,0.0,2024-01-01,2024-06-30,300.16,300.16,0.0,0.0,126.07,126.07,0.0,42.0
Tilray Brands,TLRY,0.0,2024-01-01,2024-06-30,30.17,150.85,0.0,0.0,21.42,21.42,0.0,14.2
SNDL Inc.,SNDL,0.0,2024-01-01,2024-06-30,1.31,65.73,0.0,0.0,-5.07,-5.07,0.0,-7.71
Block Inc.,SQ,0.0,2024-01-01,2024-06-30,213.15,213.15,0.0,0.0,0.68,0.68,0.0,0.32
GameStop,GME,0.0,2024-01-01,2024-06-30,285.21,285.21,0.0,0.0,-210.22,-210.22,0.0,-73.71
BlackBerry,BB.TO,0.0,2024-01-01,2024-06-30,15.84,95.05,0.0,0.0,-29.57,-29.57,0.0,-31.11
Salesforce Inc.,CRM,0.0,2024-01-01,2024-06-30,183.91,183.91,0.0,0.0,1.36,1.36,0.0,0.74
Palantir Technologies,PLTR,0.0,2024-01-01,2024-06-30,27.26,190.82,0.0,0.0,-5.92,-5.92,0.0,-3.1
Emerging markets,SUSM.L,14.0,2024-01-01,2024-06-30,6.64,93.02,99.0,5.98,-4.05,1.93,6.43,2.07
Full portfolio,,230.0,2024-01-01,2024-06-30,7.07,6746.58,5471.23,485.01,23.27,508.28,7.19,7.53
World,2B7K.DE,77.0,2024-01-01,2024-07-01,10.17,783.36,845.0,61.64,-2.0,59.64,7.87,7.61
Nasdaq,NQSE.DE,54.0,2024-01-01,2024-07-01,9.8,529.02,640.98,111.96,-4.0,107.96,21.16,20.41
